Date,Region,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area,Rolling Average
2019-11-30,Odisha,Monthly,2.23,2594469.0,41.71,Urban,5.689166666666666
2019-12-31,Odisha,Monthly,3.36,2369048.0,38.46,Urban,5.572500000000001
2020-01-31,Odisha,Monthly,2.28,2561320.0,41.05,Urban,5.148333333333333
2020-02-29,Odisha,Monthly,2.19,2438080.0,38.97,Urban,5.0975
2020-03-31,Odisha,Monthly,3.96,2457952.0,39.93,Urban,3.9783333333333335
2020-04-30,Odisha,Monthly,20.5,1303244.0,25.53,Urban,4.471666666666667
2020-05-31,Odisha,Monthly,10.0,1975481.0,34.12,Urban,5.059166666666667
2020-06-30,Odisha,Monthly,2.18,2221069.0,35.24,Urban,5.0216666666666665
2019-05-31,Puducherry,Monthly,1.25,283905.0,35.71,Urban,4.9775
2019-06-30,Puducherry,Monthly,0.0,304369.0,37.73,Urban,4.685833333333334
2019-07-31,Puducherry,Monthly,0.0,281117.0,34.77,Urban,4.370833333333334
2019-08-31,Puducherry,Monthly,8.95,312882.0,42.41,Urban,4.741666666666667
2019-09-30,Puducherry,Monthly,1.22,286573.0,35.73,Urban,4.6575
2019-10-31,Puducherry,Monthly,1.17,312548.0,38.86,Urban,4.475
2019-11-30,Puducherry,Monthly,1.37,275003.0,34.19,Urban,4.399166666666667
2019-12-31,Puducherry,Monthly,5.21,313135.0,40.42,Urban,4.650833333333334
2020-01-31,Puducherry,Monthly,0.57,281698.0,34.59,Urban,4.368333333333333
2020-02-29,Puducherry,Monthly,1.78,310342.0,38.5,Urban,2.808333333333333
2020-03-31,Puducherry,Monthly,0.62,278851.0,34.12,Urban,2.026666666666667
2020-04-30,Puducherry,Monthly,76.74,68122.0,35.54,Urban,8.24
2020-05-31,Puducherry,Monthly,75.0,64538.0,31.25,Urban,14.385833333333332
2020-06-30,Puducherry,Monthly,4.55,234926.0,29.73,Urban,14.765
2019-05-31,Punjab,Monthly,13.49,3289918.0,40.03,Urban,15.889166666666666
2019-06-30,Punjab,Monthly,13.17,3307798.0,40.02,Urban,16.240833333333335
2019-07-31,Punjab,Monthly,11.61,3592442.0,42.62,Urban,17.106666666666666
2019-08-31,Punjab,Monthly,11.99,3499863.0,41.61,Urban,18.008333333333333
2019-09-30,Punjab,Monthly,15.69,3227178.0,39.97,Urban,19.201666666666664
2019-10-31,Punjab,Monthly,13.75,3070438.0,37.1,Urban,19.913333333333334
2019-11-30,Punjab,Monthly,10.39,3602243.0,41.82,Urban,20.731666666666666
2019-12-31,Punjab,Monthly,11.97,3575778.0,42.17,Urban,21.58083333333333
2020-01-31,Punjab,Monthly,13.68,3252622.0,39.04,Urban,22.669166666666666
2020-02-29,Punjab,Monthly,11.99,3219227.0,37.82,Urban,17.273333333333333
2020-03-31,Punjab,Monthly,9.97,3601793.0,41.29,Urban,11.854166666666666
2020-04-30,Punjab,Monthly,1.13,2298975.0,23.95,Urban,11.569166666666666
2020-05-31,Punjab,Monthly,20.54,2682658.0,34.71,Urban,12.156666666666666
2020-06-30,Punjab,Monthly,10.55,3047750.0,34.96,Urban,11.938333333333333
2019-05-31,Rajasthan,Monthly,13.62,5108436.0,39.44,Urban,12.105833333333335
2019-06-30,Rajasthan,Monthly,14.36,5241174.0,40.73,Urban,12.303333333333333
2019-07-31,Rajasthan,Monthly,11.67,5372470.0,40.38,Urban,11.968333333333334
2019-08-31,Rajasthan,Monthly,14.71,5195170.0,40.34,Urban,12.048333333333332
2019-09-30,Rajasthan,Monthly,12.63,5176819.0,39.15,Urban,12.235000000000001
2019-10-31,Rajasthan,Monthly,13.02,5384335.0,40.8,Urban,12.3225
2019-11-30,Rajasthan,Monthly,14.3,5306715.0,40.73,Urban,12.374166666666667
2019-12-31,Rajasthan,Monthly,18.04,5109481.0,40.9,Urban,12.878333333333332
2020-01-31,Rajasthan,Monthly,18.82,5157363.0,41.59,Urban,13.615833333333333
2020-02-29,Rajasthan,Monthly,17.02,5288343.0,41.62,Urban,14.94
2020-03-31,Rajasthan,Monthly,18.54,4964911.0,39.71,Urban,14.773333333333333
2020-04-30,Rajasthan,Monthly,35.53,2932923.0,29.57,Urban,16.855
2020-05-31,Rajasthan,Monthly,25.35,4225486.0,36.71,Urban,17.8325
2020-06-30,Rajasthan,Monthly,13.04,5275784.0,39.26,Urban,17.7225
2019-05-31,Sikkim,Monthly,8.2,89587.0,48.61,Urban,17.433333333333334
2019-06-30,Sikkim,Monthly,7.76,89702.0,48.13,Urban,16.854166666666668
2019-07-31,Sikkim,Monthly,2.56,108334.0,54.67,Urban,16.015
2019-08-31,Sikkim,Monthly,4.82,90850.0,46.63,Urban,15.331666666666669
2019-09-30,Sikkim,Monthly,4.81,89450.0,45.61,Urban,14.540833333333333
2019-10-31,Sikkim,Monthly,9.68,87974.0,46.97,Urban,13.844166666666666
2019-11-30,Sikkim,Monthly,4.04,107751.0,53.8,Urban,12.612500000000002
2019-12-31,Sikkim,Monthly,7.37,88035.0,45.24,Urban,11.808333333333335
2020-03-31,Sikkim,Monthly,20.45,86186.0,50.57,Urban,11.967500000000001
2020-04-30,Sikkim,Monthly,5.77,81905.0,40.31,Urban,9.487499999999999
2020-05-31,Sikkim,Monthly,19.75,75456.0,43.32,Urban,9.020833333333334
2020-06-30,Sikkim,Monthly,2.63,76269.0,35.85,Urban,8.153333333333334
2019-05-31,Tamil Nadu,Monthly,0.89,11798080.0,37.31,Urban,7.5441666666666665
2019-06-30,Tamil Nadu,Monthly,1.56,12318745.0,39.16,Urban,7.0275
2019-07-31,Tamil Nadu,Monthly,3.18,12054414.0,38.89,Urban,7.079166666666667
2019-08-31,Tamil Nadu,Monthly,9.53,11933093.0,41.13,Urban,7.471666666666667
2019-09-30,Tamil Nadu,Monthly,1.86,11902824.0,37.76,Urban,7.225833333333333
2019-10-31,Tamil Nadu,Monthly,1.13,12223948.0,38.42,Urban,6.513333333333333
2019-11-30,Tamil Nadu,Monthly,2.65,11729952.0,37.38,Urban,6.3975
2019-12-31,Tamil Nadu,Monthly,8.05,12260389.0,41.29,Urban,6.454166666666667
2020-01-31,Tamil Nadu,Monthly,2.05,11926995.0,37.64,Urban,4.920833333333333
2020-02-29,Tamil Nadu,Monthly,3.31,11742101.0,37.48,Urban,4.715833333333333
2020-03-31,Tamil Nadu,Monthly,6.46,10982178.0,36.17,Urban,3.608333333333334
2020-04-30,Tamil Nadu,Monthly,45.55,4632967.0,26.17,Urban,7.185
2020-05-31,Tamil Nadu,Monthly,25.95,5733921.0,23.77,Urban,9.273333333333333
2020-06-30,Tamil Nadu,Monthly,24.93,7741005.0,31.6,Urban,11.220833333333333
2019-05-31,Telangana,Monthly,1.52,5560649.0,44.59,Urban,11.082499999999998
2019-06-30,Telangana,Monthly,1.43,5683349.0,45.43,Urban,10.4075
2019-07-31,Telangana,Monthly,3.73,5432503.0,44.36,Urban,10.563333333333334
2019-08-31,Telangana,Monthly,4.19,5544693.0,45.39,Urban,10.818333333333333
2019-09-30,Telangana,Monthly,6.19,5668785.0,47.28,Urban,11.113333333333335
2019-10-31,Telangana,Monthly,6.74,5318341.0,44.51,Urban,11.004166666666665
2019-11-30,Telangana,Monthly,5.23,5338119.0,43.87,Urban,11.269166666666669
2019-12-31,Telangana,Monthly,4.22,5317782.0,43.13,Urban,11.345
2020-01-31,Telangana,Monthly,6.49,5543380.0,45.95,Urban,11.347499999999998
2020-02-29,Telangana,Monthly,6.74,5521496.0,45.78,Urban,8.113333333333333
2020-03-31,Telangana,Monthly,6.1,5313236.0,43.65,Urban,6.459166666666666
2020-04-30,Telangana,Monthly,10.5,3378431.0,29.05,Urban,5.256666666666667
2020-05-31,Telangana,Monthly,36.57,3108830.0,37.63,Urban,8.1775
2020-06-30,Telangana,Monthly,6.92,4577995.0,37.68,Urban,8.635
2019-05-31,Tripura,Monthly,34.69,423127.0,69.5,Urban,11.215000000000002
2019-06-30,Tripura,Monthly,25.59,408738.0,58.8,Urban,12.998333333333335
2019-07-31,Tripura,Monthly,25.81,410583.0,59.1,Urban,14.633333333333335
2019-08-31,Tripura,Monthly,33.45,368977.0,59.07,Urban,16.859166666666667
2019-09-30,Tripura,Monthly,33.57,418043.0,66.9,Urban,19.220833333333335
2019-10-31,Tripura,Monthly,26.67,414808.0,60.0,Urban,21.09166666666667
2019-11-30,Tripura,Monthly,27.15,427700.0,62.14,Urban,22.813333333333333
2019-12-31,Tripura,Monthly,33.48,399427.0,63.41,Urban,25.041666666666668
2020-01-31,Tripura,Monthly,34.37,450155.0,72.26,Urban,27.397500000000004
2020-02-29,Tripura,Monthly,33.88,415339.0,66.04,Urban,29.34583333333333
2020-03-31,Tripura,Monthly,25.69,450271.0,63.56,Urban,28.439166666666665
2020-04-30,Tripura,Monthly,34.88,296431.0,47.65,Urban,30.769166666666667
2020-05-31,Tripura,Monthly,16.78,384999.0,48.31,Urban,29.27666666666667
2020-06-30,Tripura,Monthly,27.47,391015.0,56.17,Urban,29.433333333333334
2019-05-31,Uttar Pradesh,Monthly,14.4,13391244.0,40.43,Urban,28.482499999999998
2019-06-30,Uttar Pradesh,Monthly,11.62,13624452.0,39.75,Urban,26.66333333333333
2019-07-31,Uttar Pradesh,Monthly,11.8,13862431.0,40.43,Urban,24.849166666666665
2019-08-31,Uttar Pradesh,Monthly,14.73,13580241.0,40.87,Urban,23.854166666666668
2019-09-30,Uttar Pradesh,Monthly,13.58,13522970.0,40.07,Urban,22.723333333333333
2019-10-31,Uttar Pradesh,Monthly,10.35,13938303.0,39.71,Urban,20.79583333333333
2019-11-30,Uttar Pradesh,Monthly,11.31,14128888.0,40.6,Urban,18.874166666666667
2019-12-31,Uttar Pradesh,Monthly,12.37,13857200.0,40.21,Urban,17.081666666666667
2020-01-31,Uttar Pradesh,Monthly,12.34,13656250.0,39.52,Urban,15.969166666666666
2020-02-29,Uttar Pradesh,Monthly,11.65,13803099.0,39.54,Urban,14.033333333333333
2020-03-31,Uttar Pradesh,Monthly,12.32,13889632.0,40.0,Urban,13.661666666666667
2020-04-30,Uttar Pradesh,Monthly,26.94,10944379.0,37.74,Urban,13.6175
2020-05-31,Uttar Pradesh,Monthly,32.06,11111486.0,41.1,Urban,15.089166666666666
2020-06-30,Uttar Pradesh,Monthly,13.05,13208724.0,38.09,Urban,15.208333333333334
2019-05-31,Uttarakhand,Monthly,9.17,676797.0,26.33,Urban,14.989166666666668
2019-06-30,Uttarakhand,Monthly,4.69,906889.0,33.54,Urban,14.152499999999998
2019-07-31,Uttarakhand,Monthly,6.94,859900.0,32.48,Urban,13.599166666666667
2019-08-31,Uttarakhand,Monthly,7.43,823967.0,31.21,Urban,13.355833333333335
2019-09-30,Uttarakhand,Monthly,9.62,711150.0,27.51,Urban,13.215000000000002
2019-10-31,Uttarakhand,Monthly,4.72,925174.0,33.87,Urban,12.5775
2019-11-30,Uttarakhand,Monthly,6.34,904903.0,33.61,Urban,12.0775
2019-12-31,Uttarakhand,Monthly,7.39,844779.0,31.65,Urban,11.722499999999998
2020-01-31,Uttarakhand,Monthly,8.92,725253.0,27.55,Urban,11.439166666666667
2020-02-29,Uttarakhand,Monthly,5.28,963408.0,35.11,Urban,9.634166666666667
2020-03-31,Uttarakhand,Monthly,8.15,889245.0,33.33,Urban,7.641666666666667
2020-04-30,Uttarakhand,Monthly,13.18,748041.0,29.59,Urban,7.6525
2020-05-31,Uttarakhand,Monthly,17.36,778590.0,32.27,Urban,8.334999999999999
2020-06-30,Uttarakhand,Monthly,5.08,989470.0,35.61,Urban,8.3675
2019-05-31,West Bengal,Monthly,7.25,11306177.0,46.37,Urban,8.393333333333333
2019-06-30,West Bengal,Monthly,7.38,10611498.0,43.51,Urban,8.389166666666666
2019-07-31,West Bengal,Monthly,7.91,10779829.0,44.38,Urban,8.246666666666666
2019-08-31,West Bengal,Monthly,7.27,11456493.0,46.77,Urban,8.459166666666667
2019-09-30,West Bengal,Monthly,7.79,11158649.0,45.74,Urban,8.58
2019-10-31,West Bengal,Monthly,7.83,10563686.0,43.25,Urban,8.616666666666665
2019-11-30,West Bengal,Monthly,6.61,10768462.0,43.44,Urban,8.424166666666666
2019-12-31,West Bengal,Monthly,7.24,11335696.0,45.97,Urban,8.5875
2020-01-31,West Bengal,Monthly,7.27,11208617.0,45.39,Urban,8.514166666666666
2020-02-29,West Bengal,Monthly,7.55,10871168.0,44.09,Urban,8.045
2020-03-31,West Bengal,Monthly,6.67,10806105.0,43.34,Urban,7.154166666666666
2020-04-30,West Bengal,Monthly,15.63,9299466.0,41.2,Urban,8.033333333333333
2020-05-31,West Bengal,Monthly,15.22,9240903.0,40.67,Urban,8.6975
2020-06-30,West Bengal,Monthly,9.86,9088931.0,37.57,Urban,8.904166666666667
2020-06-30,West Bengal,Monthly,9.86,9088931.0,37.57,Urban,9.066666666666668
2020-06-30,West Bengal,Monthly,9.86,9088931.0,37.57,Urban,9.2825
2020-06-30,West Bengal,Monthly,9.86,9088931.0,37.57,Urban,9.455
2020-06-30,West Bengal,Monthly,9.86,9088931.0,37.57,Urban,9.624166666666667
2020-06-30,West Bengal,Monthly,9.86,9088931.0,37.57,Urban,9.895000000000001
2020-06-30,West Bengal,Monthly,9.86,9088931.0,37.57,Urban,10.113333333333333
2020-06-30,West Bengal,Monthly,9.86,9088931.0,37.57,Urban,10.329166666666667
2020-06-30,West Bengal,Monthly,9.86,9088931.0,37.57,Urban,10.521666666666667
2020-06-30,West Bengal,Monthly,9.86,9088931.0,37.57,Urban,10.7875
2020-06-30,West Bengal,Monthly,9.86,9088931.0,37.57,Urban,10.306666666666667
2020-06-30,West Bengal,Monthly,9.86,9088931.0,37.57,Urban,9.86
2020-06-30,West Bengal,Monthly,9.86,9088931.0,37.57,Urban,9.86
2020-06-30,West Bengal,Monthly,9.86,9088931.0,37.57,Urban,9.86
2020-06-30,West Bengal,Monthly,9.86,9088931.0,37.57,Urban,9.86
